track_id,attributeA,attributeB,attributeC
4741,A5,B1,C3
4742,A4,B2,C4
4743,A4,B4,C3
4744,A3,B3,C3
4745,A1,B2,C2
4746,A1,B4,C4
4747,A5,B1,C1
4748,A5,B2,C3
4749,A4,B1,C2
4750,A4,B1,C2
4751,A2,B2,C3
4752,A4,B2,C5
4753,A1,B1,C3
4754,A5,B1,C2
4755,A5,B2,C3
4756,A1,B3,C4
4757,A3,B1,C5
4758,A4,B3,C1
4759,A2,B3,C5
4760,A3,B5,C5
4761,A1,B4,C3
4762,A3,B4,C5
4763,A4,B2,C3
4764,A5,B3,C4
4765,A5,B5,C3
4766,A3,B1,C5
4767,A3,B2,C3
4768,A3,B1,C1
4769,A4,B1,C3
4770,A4,B1,C4
4771,A4,B3,C3
4772,A3,B3,C2
4773,A3,B2,C2
4774,A1,B2,C4
4775,A5,B1,C2
4776,A3,B4,C5
4777,A1,B4,C2
4778,A5,B4,C2
4779,A1,B2,C4
4780,A2,B1,C4
4781,A4,B3,C4
4782,A2,B2,C4
4783,A5,B5,C4
4784,A3,B5,C4
4785,A3,B4,C2
4786,A1,B1,C1
4787,A1,B4,C3
4788,A3,B4,C2
4789,A5,B3,C5
4790,A3,B1,C4
4791,A4,B5,C3
4792,A5,B5,C3
4793,A3,B3,C5
4794,A5,B2,C4
4795,A3,B5,C3
4796,A4,B1,C5
4797,A2,B2,C3
4798,A4,B5,C4
4799,A4,B5,C3
4800,A5,B5,C5
4801,A1,B5,C2
4802,A5,B1,C1
4803,A3,B1,C1
4804,A5,B5,C2
4805,A5,B4,C4
4806,A2,B4,C4
4807,A3,B1,C3
4808,A4,B1,C1
4809,A2,B1,C1
4810,A2,B3,C4
4811,A4,B2,C1
4812,A5,B2,C1
4813,A5,B2,C2
4814,A1,B3,C2
4815,A5,B2,C5
4816,A2,B1,C4
4817,A3,B4,C4
4818,A4,B3,C2
4819,A2,B4,C2
4820,A5,B5,C1
4821,A5,B4,C1
4822,A3,B1,C4
4823,A5,B1,C1
4824,A4,B2,C2
4825,A1,B3,C3
4826,A2,B5,C4
4827,A1,B2,C5
4828,A4,B2,C2
4829,A3,B4,C3
4830,A5,B4,C3
4831,A3,B3,C3
4832,A1,B4,C3
4833,A5,B1,C1
4834,A3,B2,C2
4835,A4,B3,C5
4836,A3,B1,C5
4837,A4,B1,C4
4838,A1,B1,C5
4839,A4,B4,C1
4840,A5,B4,C5
4841,A5,B1,C2
4842,A5,B5,C1
4843,A1,B1,C5
4844,A3,B1,C5
4845,A5,B3,C1
4846,A1,B4,C4
4847,A4,B2,C2
4848,A4,B1,C1
4849,A3,B3,C5
4850,A1,B1,C3
4851,A1,B3,C1
4852,A5,B2,C5
4853,A3,B1,C5
4854,A4,B4,C2
4855,A5,B4,C2
4856,A5,B1,C4
4857,A1,B1,C2
4858,A4,B2,C2
4859,A4,B1,C2
4860,A4,B1,C4
4861,A5,B3,C2
4862,A4,B4,C2
4863,A4,B4,C2
4864,A4,B2,C1
4865,A4,B4,C3
4866,A1,B5,C3
4867,A4,B3,C3
4868,A1,B4,C5
4869,A3,B1,C1
4870,A1,B1,C3
4871,A2,B1,C1
4872,A1,B2,C5
4873,A1,B3,C1
4874,A3,B3,C2
4875,A5,B1,C5
4876,A4,B4,C5
4877,A2,B4,C4
4878,A5,B1,C1
4879,A5,B5,C3
4880,A1,B1,C2
4881,A2,B5,C4
4882,A3,B3,C1
4883,A1,B5,C3
4884,A3,B4,C4
4885,A2,B1,C3
4886,A4,B4,C5
4887,A4,B4,C3
4888,A4,B3,C1
4889,A3,B4,C2
4890,A5,B4,C4
4891,A3,B2,C1
4892,A5,B5,C3
4893,A2,B2,C5
4894,A3,B1,C4
4895,A4,B4,C1
4896,A1,B3,C4
4897,A3,B2,C4
4898,A1,B2,C1
4899,A5,B2,C2
4900,A1,B5,C2
4901,A5,B3,C4
4902,A5,B3,C2
4903,A2,B4,C1
4904,A5,B2,C4
4905,A5,B4,C2
4906,A3,B1,C2
4907,A5,B1,C4
4908,A2,B3,C3
4909,A5,B1,C3
4910,A2,B2,C5
4911,A4,B3,C1
4912,A3,B4,C1
4913,A4,B5,C5
4914,A1,B5,C1
4915,A2,B1,C3
4916,A3,B2,C2
4917,A4,B4,C3
4918,A2,B3,C4
4919,A1,B2,C1
4920,A2,B3,C2
4921,A3,B3,C5
4922,A3,B4,C2
4923,A1,B5,C2
4924,A1,B1,C1
4925,A2,B4,C1
4926,A3,B3,C4
4927,A4,B4,C2
4928,A2,B3,C5
4929,A2,B3,C5
4930,A1,B4,C4
4931,A3,B2,C3
4932,A2,B5,C2
4933,A1,B5,C4
4934,A5,B3,C5
4935,A1,B1,C4
4936,A5,B5,C3
4937,A1,B2,C3
4938,A1,B4,C2
4939,A3,B3,C4
4940,A3,B3,C5
4941,A5,B3,C3
4942,A2,B3,C5
4943,A4,B5,C2
4944,A1,B3,C4
4945,A4,B1,C4
4946,A5,B5,C4
4947,A2,B3,C2
4948,A1,B4,C1
4949,A3,B1,C2
4950,A4,B1,C1
4951,A3,B1,C4
4952,A2,B5,C5
4953,A2,B4,C2
4954,A2,B3,C5
4955,A2,B2,C4
4956,A3,B2,C3
4957,A2,B1,C4
4958,A4,B1,C3
4959,A4,B1,C2
4960,A4,B1,C5
4961,A3,B3,C1
4962,A3,B1,C3
4963,A4,B5,C2
4964,A2,B5,C4
4965,A5,B3,C1
4966,A3,B1,C4
4967,A2,B5,C2
4968,A5,B2,C4
4969,A1,B1,C3
4970,A5,B5,C1
4971,A1,B4,C3
4972,A5,B2,C4
4973,A1,B5,C2
4974,A2,B1,C2
4975,A5,B2,C3
4976,A1,B4,C4
4977,A2,B5,C3
4978,A2,B5,C5
4979,A2,B5,C3
4980,A5,B3,C3
4981,A5,B2,C4
4982,A2,B5,C1
4983,A1,B3,C5
4984,A5,B2,C1
4985,A2,B1,C5
4986,A5,B3,C4
4987,A3,B4,C5
4988,A2,B2,C5
4989,A2,B4,C1
4990,A3,B4,C4
4991,A2,B2,C5
4992,A4,B3,C5
4993,A1,B5,C5
4994,A2,B3,C5
4995,A1,B4,C4
4996,A5,B2,C5
4997,A1,B4,C3
4998,A1,B5,C2
4999,A3,B1,C3
5000,A4,B5,C4
5001,A1,B1,C1
5002,A3,B5,C4
5003,A4,B2,C4
5004,A2,B5,C1
5005,A1,B1,C1
5006,A4,B1,C3
5007,A4,B1,C5
5008,A2,B4,C2
5009,A1,B2,C1
5010,A5,B2,C1
5011,A4,B1,C1
5012,A1,B2,C4
5013,A2,B4,C2
5014,A2,B5,C3
5015,A2,B4,C2
5016,A4,B3,C5
5017,A2,B4,C2
5018,A4,B4,C4
5019,A4,B4,C1
5020,A4,B1,C4
5021,A3,B2,C2
5022,A5,B4,C3
5023,A4,B1,C5
5024,A1,B5,C3
5025,A3,B4,C2
5026,A3,B5,C1
5027,A2,B1,C2
5028,A4,B1,C3
5029,A3,B4,C1
5030,A2,B2,C4
5031,A4,B4,C5
5032,A5,B3,C2
5033,A2,B4,C5
5034,A5,B2,C5
5035,A5,B1,C5
5036,A4,B2,C4
5037,A1,B5,C5
5038,A4,B1,C4
5039,A4,B4,C1
5040,A1,B2,C4
5041,A1,B3,C1
5042,A4,B5,C4
5043,A3,B3,C3
5044,A1,B1,C4
5045,A4,B3,C3
5046,A3,B1,C3
5047,A2,B1,C5
5048,A2,B2,C2
5049,A5,B3,C2
5050,A4,B3,C4
5051,A4,B4,C3
5052,A3,B5,C4
5053,A4,B2,C4
5054,A2,B5,C1
5055,A4,B5,C2
5056,A1,B5,C2
5057,A3,B3,C3
5058,A1,B5,C3
5059,A1,B1,C3
5060,A3,B3,C3
5061,A4,B3,C4
5062,A2,B3,C5
5063,A2,B2,C2
5064,A2,B2,C5
5065,A2,B2,C2
5066,A3,B5,C2
5067,A4,B2,C2
5068,A1,B1,C4
5069,A5,B4,C4
5070,A3,B5,C4
5071,A2,B1,C1
5072,A1,B1,C4
5073,A4,B3,C4
5074,A2,B2,C1
5075,A3,B3,C3
5076,A5,B3,C4
5077,A1,B2,C1
5078,A5,B1,C4
5079,A5,B5,C5
5080,A2,B2,C4
5081,A2,B5,C5
5082,A2,B1,C1
5083,A2,B5,C4
5084,A1,B3,C5
5085,A1,B4,C1
5086,A2,B3,C5
5087,A2,B2,C2
5088,A5,B4,C5
5089,A1,B1,C1
5090,A5,B5,C3
5091,A4,B5,C4
5092,A4,B3,C2
5093,A3,B4,C2
5094,A1,B5,C5
5095,A2,B5,C3
5096,A2,B5,C3
5097,A4,B3,C4
5098,A1,B5,C3
5099,A2,B2,C1
5100,A2,B4,C4
5101,A5,B5,C2
5102,A1,B3,C4
5103,A2,B4,C5
5104,A3,B4,C2
5105,A1,B2,C3
5106,A3,B2,C3
5107,A2,B4,C4
5108,A1,B2,C3
5109,A1,B4,C3
5110,A2,B5,C1
5111,A4,B1,C1
5112,A5,B3,C3
5113,A3,B4,C2
5114,A5,B1,C2
5115,A3,B1,C5
5116,A4,B4,C5
5117,A3,B4,C2
5118,A3,B3,C2
5119,A3,B3,C1
5120,A3,B5,C4
5121,A5,B5,C5
5122,A4,B5,C4
5123,A4,B1,C2
5124,A4,B3,C2
5125,A1,B1,C3
5126,A4,B2,C3
5127,A4,B1,C4
5128,A1,B1,C3
5129,A2,B1,C4
5130,A2,B4,C3
5131,A4,B2,C4
5132,A2,B3,C2
5133,A1,B3,C3
5134,A2,B3,C4
5135,A4,B3,C3
5136,A3,B3,C3
5137,A2,B2,C5
5138,A3,B5,C4
5139,A3,B4,C3
5140,A1,B5,C2
5141,A5,B4,C3
5142,A3,B1,C1
5143,A1,B4,C3
5144,A1,B4,C2
5145,A5,B4,C1
5146,A5,B5,C1
5147,A2,B3,C4
5148,A5,B3,C1
5149,A2,B4,C5
5150,A3,B4,C4
5151,A2,B2,C4
5152,A5,B1,C3
5153,A5,B1,C1
5154,A2,B2,C5
5155,A3,B2,C2
5156,A1,B3,C2
5157,A3,B5,C4
5158,A1,B1,C1
5159,A4,B1,C4
5160,A2,B3,C1
5161,A2,B5,C5
5162,A1,B5,C4
5163,A1,B3,C2
5164,A3,B1,C1
5165,A1,B3,C5
5166,A1,B3,C4
5167,A1,B2,C4
5168,A4,B4,C4
5169,A5,B1,C5
5170,A1,B2,C1
5171,A3,B3,C2
5172,A4,B4,C5
5173,A2,B2,C1
5174,A1,B4,C3
5175,A2,B3,C1
5176,A4,B5,C2
5177,A2,B3,C1
5178,A2,B1,C4
5179,A2,B3,C1
5180,A2,B1,C1
5181,A2,B3,C1
5182,A5,B3,C4
5183,A5,B4,C5
5184,A4,B1,C2
5185,A1,B4,C3
5186,A3,B1,C5
5187,A5,B1,C5
5188,A2,B3,C3
5189,A2,B4,C4
5190,A1,B4,C3
5191,A2,B5,C2
5192,A5,B1,C4
5193,A5,B2,C5
5194,A5,B5,C5
5195,A1,B5,C5
5196,A3,B3,C5
5197,A3,B3,C5
5198,A3,B3,C4
5199,A2,B5,C2
5200,A2,B4,C4
5201,A4,B5,C2
5202,A1,B1,C2
5203,A3,B1,C3
5204,A1,B2,C2
5205,A4,B1,C4
5206,A4,B1,C1
5207,A1,B3,C3
5208,A4,B5,C1
5209,A5,B5,C3
5210,A5,B4,C4
5211,A4,B4,C1
5212,A5,B4,C3
5213,A5,B5,C2
5214,A5,B3,C2
5215,A3,B3,C5
5216,A1,B2,C2
5217,A5,B1,C3
5218,A2,B5,C2
5219,A2,B3,C4
5220,A1,B1,C5
5221,A5,B1,C3
5222,A1,B5,C4
5223,A4,B3,C2
5224,A2,B3,C1
5225,A5,B3,C5
5226,A3,B5,C3
5227,A4,B1,C3
5228,A5,B5,C1
5229,A5,B3,C3
5230,A5,B4,C2
5231,A4,B1,C1
5232,A5,B2,C2
5233,A1,B3,C2
5234,A5,B3,C3
5235,A1,B3,C2
5236,A3,B5,C1
5237,A2,B1,C5
5238,A5,B1,C5
5239,A5,B4,C4
5240,A1,B2,C4
5241,A3,B5,C1
5242,A4,B4,C1
5243,A3,B5,C2
5244,A3,B1,C4
5245,A2,B4,C4
5246,A3,B5,C2
5247,A4,B4,C3
5248,A1,B2,C2
5249,A5,B1,C4
5250,A2,B1,C2
5251,A1,B2,C3
5252,A2,B1,C2
5253,A1,B1,C5
5254,A5,B4,C2
5255,A5,B4,C2
5256,A1,B4,C2
5257,A5,B4,C4
5258,A5,B2,C1
5259,A5,B5,C5
5260,A1,B1,C4
5261,A3,B3,C2
5262,A3,B1,C4
5263,A4,B5,C5
5264,A1,B5,C2
5265,A2,B5,C1
5266,A3,B4,C2
5267,A2,B3,C5
5268,A5,B4,C5
5269,A1,B1,C2
5270,A5,B3,C1
5271,A2,B1,C1
5272,A4,B2,C3
5273,A4,B5,C3
5274,A3,B4,C1
5275,A3,B1,C2
5276,A3,B4,C4
5277,A1,B4,C4
5278,A4,B3,C5
5279,A4,B2,C1
5280,A1,B2,C4
5281,A3,B4,C4
5282,A1,B3,C4
5283,A4,B2,C2
5284,A5,B1,C5
5285,A3,B4,C3
5286,A1,B5,C5
5287,A4,B1,C4
5288,A5,B1,C1
5289,A4,B2,C4
5290,A5,B5,C4
5291,A5,B1,C3
5292,A5,B4,C1
5293,A3,B5,C2
5294,A4,B3,C4
5295,A3,B2,C2
5296,A1,B2,C3
5297,A4,B1,C4
5298,A1,B3,C1
5299,A3,B2,C1
5300,A3,B3,C4
5301,A5,B5,C5
5302,A1,B1,C5
5303,A5,B2,C2
5304,A2,B4,C2
5305,A2,B5,C3
5306,A5,B3,C2
5307,A5,B4,C5
5308,A1,B2,C5
5309,A3,B1,C5
5310,A2,B2,C2
5311,A5,B1,C1
5312,A5,B3,C1
5313,A3,B5,C4
5314,A2,B5,C4
5315,A1,B2,C5
5316,A5,B5,C4
5317,A1,B5,C1
5318,A4,B3,C3
5319,A3,B1,C3
5320,A3,B4,C3
5321,A3,B2,C1
5322,A3,B4,C3
5323,A4,B2,C1
5324,A1,B4,C4
5325,A4,B4,C5
5326,A4,B5,C3
5327,A4,B2,C5
5328,A5,B3,C1
5329,A1,B3,C2
5330,A2,B2,C2
5331,A1,B1,C5
5332,A5,B2,C5
5333,A5,B3,C1
5334,A1,B3,C5
5335,A3,B5,C2
5336,A2,B3,C2
5337,A1,B2,C3
5338,A5,B4,C3
5339,A1,B5,C1
5340,A2,B4,C1
5341,A4,B2,C1
5342,A5,B5,C4
5343,A5,B4,C5
5344,A3,B5,C1
5345,A3,B5,C3
5346,A4,B2,C2
5347,A2,B3,C2
5348,A1,B5,C2
5349,A5,B2,C2
5350,A3,B3,C1
5351,A3,B1,C4
5352,A1,B2,C5
5353,A1,B1,C5
5354,A5,B2,C3
5355,A1,B2,C1
5356,A2,B5,C5
5357,A4,B2,C5
5358,A1,B1,C5
5359,A2,B1,C2
5360,A4,B5,C5
5361,A4,B4,C4
5362,A3,B1,C5
5363,A1,B2,C4
5364,A2,B3,C2
5365,A2,B2,C1
5366,A1,B3,C4
5367,A4,B1,C3
5368,A1,B5,C4
5369,A2,B4,C5
5370,A5,B5,C2
5371,A4,B3,C1
5372,A3,B2,C4
5373,A1,B4,C5
5374,A5,B5,C1
5375,A3,B3,C4
5376,A5,B2,C3
5377,A5,B5,C1
5378,A5,B5,C3
5379,A4,B5,C1
5380,A1,B3,C5
5381,A2,B3,C3
5382,A4,B5,C4
5383,A4,B3,C4
5384,A3,B3,C4
5385,A2,B3,C5
5386,A5,B5,C3
5387,A2,B4,C1
5388,A1,B5,C2
5389,A1,B4,C2
5390,A1,B1,C2
5391,A2,B2,C2
5392,A2,B5,C2
5393,A1,B3,C5
5394,A5,B5,C5
5395,A2,B3,C1
5396,A1,B1,C1
5397,A1,B5,C3
5398,A2,B3,C1
5399,A1,B2,C5
5400,A5,B4,C1
5401,A5,B4,C1
5402,A5,B3,C1
5403,A5,B1,C1
5404,A4,B5,C2
5405,A4,B2,C2
5406,A4,B1,C5
5407,A5,B4,C5
5408,A5,B3,C3
5409,A2,B4,C1
5410,A2,B4,C2
5411,A4,B3,C3
5412,A2,B4,C2
5413,A4,B1,C3
5414,A1,B5,C1
5415,A3,B3,C5
5416,A2,B5,C2
5417,A1,B4,C4
5418,A5,B3,C3
5419,A3,B1,C2
5420,A2,B1,C1
5421,A4,B4,C1
5422,A2,B3,C4
5423,A1,B5,C3
5424,A1,B1,C2
5425,A2,B1,C5
5426,A1,B3,C4
5427,A4,B1,C2
5428,A4,B5,C2
5429,A1,B1,C3
5430,A5,B4,C4
5431,A5,B1,C3
5432,A3,B4,C5
5433,A2,B3,C5
5434,A5,B3,C3
5435,A5,B1,C3
5436,A4,B5,C2
5437,A5,B2,C2
5438,A5,B1,C2
5439,A2,B3,C2
5440,A4,B2,C1
5441,A4,B5,C5
5442,A4,B5,C1
5443,A2,B4,C3
5444,A1,B4,C1
5445,A3,B4,C1
5446,A1,B5,C1
5447,A4,B4,C1
5448,A1,B2,C2
5449,A4,B1,C4
5450,A5,B5,C1
5451,A2,B1,C5
5452,A5,B2,C5
5453,A4,B3,C3
5454,A5,B5,C2
5455,A2,B1,C5
5456,A5,B2,C1
5457,A1,B5,C2
5458,A3,B5,C3
5459,A5,B2,C1
5460,A5,B1,C5
5461,A5,B2,C3
5462,A5,B5,C4
5463,A2,B1,C1
5464,A1,B3,C5
5465,A1,B2,C2
5466,A4,B4,C2
5467,A2,B5,C5
5468,A3,B2,C1
5469,A5,B3,C4
5470,A3,B5,C5
5471,A2,B1,C3
5472,A4,B4,C2
5473,A4,B4,C1
5474,A2,B2,C3
5475,A1,B3,C1
5476,A5,B3,C2
5477,A2,B2,C2
5478,A4,B5,C1
5479,A1,B3,C2
5480,A1,B4,C1
5481,A3,B2,C1
5482,A5,B4,C2
5483,A1,B3,C4
5484,A4,B4,C1
5485,A1,B1,C1
5486,A4,B1,C4
5487,A4,B1,C5
5488,A5,B3,C5
5489,A1,B2,C1
5490,A3,B5,C2
5491,A4,B4,C1
5492,A4,B3,C3
5493,A2,B1,C2
5494,A5,B4,C1
5495,A4,B4,C2
5496,A2,B5,C2
5497,A3,B2,C5
5498,A2,B1,C3
5499,A4,B2,C3
5500,A2,B3,C3
5501,A4,B4,C4
5502,A4,B3,C4
5503,A3,B4,C4
5504,A1,B4,C4
5505,A4,B3,C3
5506,A3,B1,C1
5507,A5,B5,C1
5508,A5,B2,C2
5509,A5,B4,C5
5510,A3,B4,C5
5511,A2,B5,C2
5512,A2,B2,C1
5513,A4,B4,C3
5514,A3,B3,C2
5515,A1,B5,C1
5516,A2,B5,C3
5517,A5,B4,C2
5518,A1,B1,C4
5519,A3,B3,C1
5520,A5,B2,C1
5521,A3,B4,C2
5522,A1,B4,C4
5523,A2,B4,C2
5524,A2,B2,C4
5525,A3,B3,C2
5526,A4,B1,C1
5527,A1,B4,C5
5528,A3,B1,C4
5529,A3,B4,C3
5530,A1,B3,C1
5531,A3,B1,C4
5532,A5,B2,C1
5533,A3,B4,C5
5534,A5,B1,C2
5535,A1,B2,C4
5536,A5,B4,C3
5537,A4,B4,C1
5538,A3,B5,C1
5539,A2,B1,C5
5540,A5,B3,C2
5541,A2,B2,C4
5542,A1,B1,C4
5543,A4,B4,C1
5544,A4,B5,C4
5545,A3,B1,C3
5546,A1,B4,C5
5547,A2,B4,C4
5548,A2,B4,C3
5549,A1,B4,C2
5550,A3,B4,C2
5551,A1,B4,C3
5552,A1,B1,C4
5553,A5,B1,C3
5554,A1,B3,C2
5555,A3,B3,C3
5556,A3,B4,C2
5557,A4,B4,C2
5558,A2,B2,C3
5559,A1,B1,C5
5560,A4,B5,C3
5561,A1,B3,C4
5562,A3,B1,C2
5563,A4,B1,C4
5564,A1,B5,C2
5565,A3,B5,C3
5566,A2,B4,C4
5567,A5,B2,C5
5568,A3,B1,C4
5569,A4,B5,C2
5570,A4,B5,C2
5571,A3,B5,C2
5572,A4,B2,C1
5573,A4,B5,C3
5574,A2,B2,C4
5575,A2,B5,C2
5576,A1,B2,C3
5577,A1,B1,C4
5578,A2,B1,C4
5579,A1,B5,C4
5580,A2,B4,C2
5581,A4,B2,C3
5582,A1,B5,C5
5583,A3,B2,C2
5584,A2,B2,C2
5585,A3,B1,C3
5586,A5,B3,C2
5587,A2,B2,C4
5588,A3,B1,C5
5589,A4,B4,C1
5590,A5,B4,C2
5591,A1,B5,C2
5592,A3,B5,C4
5593,A5,B5,C2
5594,A3,B3,C3
5595,A3,B4,C2
5596,A2,B4,C3
5597,A1,B5,C4
5598,A5,B4,C4
5599,A4,B2,C2
5600,A1,B3,C1
5601,A3,B3,C3
5602,A5,B3,C5
5603,A4,B2,C3
5604,A4,B2,C4
5605,A3,B5,C4
5606,A5,B1,C3
5607,A2,B3,C3
5608,A3,B1,C1
5609,A5,B1,C3
5610,A4,B3,C2
5611,A2,B5,C5
5612,A1,B4,C2
5613,A1,B1,C2
5614,A1,B1,C1
5615,A5,B4,C4
5616,A3,B5,C2
5617,A5,B2,C3
5618,A1,B1,C5
5619,A5,B3,C4
5620,A4,B1,C3
5621,A5,B1,C3
5622,A1,B1,C3
5623,A5,B3,C4
5624,A2,B3,C1
5625,A5,B4,C1
5626,A1,B4,C5
5627,A4,B5,C5
5628,A1,B3,C1
5629,A1,B1,C5
5630,A5,B2,C3
5631,A3,B3,C4
5632,A4,B1,C5
5633,A4,B5,C2
5634,A4,B3,C5
5635,A1,B2,C3
5636,A3,B5,C2
5637,A3,B4,C1
5638,A1,B3,C2
5639,A4,B3,C4
5640,A3,B3,C3
5641,A5,B5,C5
5642,A4,B4,C4
5643,A3,B1,C5
5644,A1,B4,C2
5645,A4,B1,C5
5646,A5,B4,C5
5647,A3,B1,C1
5648,A4,B5,C2
5649,A2,B2,C3
5650,A4,B3,C2
5651,A5,B4,C5
5652,A3,B3,C1
5653,A3,B4,C2
5654,A1,B2,C1
5655,A5,B2,C3
5656,A2,B4,C1
5657,A3,B2,C2
5658,A2,B2,C5
5659,A2,B1,C2
5660,A5,B1,C3
5661,A4,B5,C1
5662,A4,B2,C2
5663,A4,B4,C1
5664,A1,B3,C4
5665,A3,B4,C1
5666,A1,B1,C1
5667,A4,B4,C5
5668,A5,B5,C2
5669,A1,B1,C5
5670,A3,B5,C5
5671,A1,B5,C2
5672,A5,B4,C1
5673,A3,B4,C1
5674,A4,B5,C3
5675,A3,B3,C3
5676,A5,B1,C5
5677,A5,B3,C1
5678,A5,B5,C1
5679,A2,B4,C1
5680,A1,B1,C3
5681,A3,B3,C1
5682,A4,B4,C5
5683,A4,B1,C3
5684,A5,B3,C3
5685,A5,B2,C5
5686,A3,B2,C2
5687,A3,B1,C3
5688,A1,B5,C5
5689,A3,B5,C5
5690,A5,B5,C1
5691,A4,B3,C3
5692,A4,B4,C1
5693,A3,B4,C1
5694,A5,B2,C3
5695,A3,B5,C4
5696,A3,B2,C4
5697,A2,B3,C4
5698,A4,B3,C5
5699,A5,B5,C4
5700,A3,B3,C3
5701,A4,B2,C3
5702,A3,B1,C2
5703,A2,B3,C2
5704,A3,B3,C3
5705,A4,B1,C1
5706,A3,B2,C4
5707,A3,B5,C3
5708,A4,B1,C5
5709,A2,B5,C1
5710,A5,B5,C5
5711,A2,B3,C5
5712,A5,B2,C5
5713,A3,B5,C5
5714,A3,B1,C1
5715,A3,B2,C4
5716,A3,B1,C5
5717,A3,B3,C1
5718,A5,B2,C3
5719,A2,B4,C5
5720,A3,B2,C3
5721,A1,B2,C4
5722,A4,B5,C5
5723,A5,B2,C5
5724,A3,B5,C3
5725,A4,B2,C5
5726,A3,B2,C4
5727,A2,B5,C5
5728,A1,B3,C1
5729,A1,B5,C4
5730,A5,B5,C4
5731,A5,B3,C3
5732,A1,B1,C1
5733,A2,B2,C5
5734,A3,B3,C5
5735,A5,B5,C3
5736,A5,B4,C3
5737,A3,B2,C3
5738,A5,B1,C5
5739,A4,B4,C4
5740,A1,B3,C3
5741,A5,B1,C5
5742,A2,B2,C3
5743,A5,B1,C4
5744,A3,B1,C1
5745,A4,B3,C4
5746,A1,B3,C3
5747,A4,B4,C1
5748,A1,B5,C4
5749,A5,B5,C2
5750,A5,B2,C3
5751,A2,B4,C5
5752,A5,B2,C5
5753,A3,B4,C2
5754,A1,B5,C4
5755,A2,B5,C5
5756,A3,B3,C2
5757,A3,B5,C2
5758,A5,B3,C3
5759,A1,B4,C2
5760,A2,B3,C1
5761,A4,B1,C4
5762,A3,B1,C2
5763,A4,B2,C4
5764,A3,B2,C3
5765,A3,B4,C2
5766,A5,B5,C2
5767,A5,B5,C5
5768,A2,B5,C4
5769,A5,B4,C3
5770,A2,B3,C3
5771,A1,B1,C4
5772,A5,B5,C5
5773,A3,B5,C5
5774,A1,B3,C3
5775,A4,B4,C3
5776,A1,B1,C2
5777,A1,B3,C5
5778,A1,B5,C3
5779,A1,B2,C3
5780,A2,B3,C3
5781,A3,B5,C5
5782,A3,B1,C5
5783,A3,B1,C5
5784,A1,B2,C1
5785,A3,B5,C2
5786,A5,B3,C2
5787,A4,B2,C5
5788,A4,B3,C1
5789,A5,B3,C2
5790,A3,B2,C4
5791,A5,B1,C1
5792,A5,B3,C2
5793,A4,B3,C2
5794,A4,B5,C2
5795,A4,B3,C5
5796,A1,B2,C1
5797,A2,B2,C4
5798,A2,B5,C5
5799,A3,B4,C4
5800,A4,B3,C1
5801,A5,B4,C1
5802,A1,B2,C5
5803,A3,B4,C3
5804,A3,B3,C4
5805,A4,B4,C5
5806,A3,B1,C1
5807,A1,B4,C1
5808,A2,B1,C4
5809,A3,B4,C5
5810,A2,B2,C5
5811,A2,B3,C2
5812,A4,B4,C3
5813,A3,B3,C3
5814,A3,B1,C1
5815,A5,B1,C1
5816,A4,B5,C1
5817,A2,B1,C4
5818,A4,B4,C2
5819,A1,B2,C2
5820,A4,B4,C5
5821,A1,B3,C5
5822,A3,B1,C2
5823,A5,B5,C5
5824,A3,B5,C1
5825,A2,B4,C5
5826,A4,B5,C1
5827,A4,B2,C1
5828,A4,B2,C5
5829,A5,B5,C3
5830,A4,B4,C4
5831,A3,B5,C4
5832,A4,B2,C2
5833,A3,B2,C4
5834,A2,B5,C5
5835,A2,B3,C5
5836,A3,B3,C3
5837,A3,B5,C2
5838,A4,B2,C4
5839,A4,B1,C2
5840,A3,B3,C2
5841,A4,B1,C2
5842,A5,B2,C1
5843,A3,B2,C1
5844,A4,B4,C2
5845,A3,B1,C4
5846,A2,B4,C5
5847,A5,B4,C2
5848,A5,B3,C4
5849,A4,B4,C4
5850,A4,B3,C1
5851,A3,B5,C2
5852,A4,B1,C1
5853,A2,B2,C2
5854,A1,B5,C4
5855,A3,B3,C1
5856,A2,B2,C2
5857,A4,B3,C5
5858,A4,B3,C3
5859,A3,B3,C4
5860,A1,B4,C1
5861,A4,B4,C4
5862,A5,B5,C2
5863,A4,B5,C5
5864,A1,B2,C5
5865,A4,B3,C2
5866,A1,B5,C4
5867,A2,B3,C2
5868,A4,B3,C1
5869,A4,B5,C2
5870,A2,B4,C2
5871,A2,B1,C1
5872,A2,B5,C4
5873,A4,B3,C3
5874,A2,B5,C4
5875,A1,B4,C3
5876,A4,B1,C3
5877,A1,B1,C5
5878,A1,B4,C3
5879,A3,B4,C2
5880,A2,B1,C1
5881,A1,B3,C5
5882,A5,B2,C1
5883,A1,B4,C5
5884,A5,B1,C4
5885,A4,B1,C5
5886,A4,B2,C4
5887,A3,B4,C4
5888,A2,B5,C2
5889,A2,B4,C3
5890,A1,B5,C5
5891,A4,B2,C3
5892,A1,B5,C2
5893,A3,B3,C5
5894,A3,B3,C1
5895,A3,B3,C3
5896,A5,B2,C1
5897,A2,B5,C4
5898,A4,B3,C3
5899,A4,B2,C3
5900,A4,B5,C4
5901,A2,B1,C5
5902,A2,B1,C4
5903,A4,B2,C1
5904,A5,B3,C5
5905,A3,B1,C2
